"lncRNA","Cancer","gene_type","pathway","pval","padj","ES","NES","nMoreExtreme","size","sigValue"
"LINC01374","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00146627565982405,0.0190615835777126,-0.568500761629192,-1.65849385268623,0,30,-0.997067448680352
"LINC01498","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00215749730312837,0.0272536687631027,0.594250282926669,1.63427775734287,1,30,0.995685005393743
"LINC01516","DLBC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00219058050383352,0.0284775465498357,0.651561900288942,1.70280496573739,1,24,0.995618838992333
"LINC01588","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00131233595800525,0.0170603674540682,-0.666697313967441,-1.89006611173411,0,30,-0.99737532808399
"LLNLR-246C6.1","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00151057401812689,0.0196374622356495,-0.684183610297157,-1.84429119328337,0,22,-0.996978851963746
"LRRC75A-AS1","DLBC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.00239808153477218,0.0311750599520384,0.631142031078677,1.75976458585656,1,47,0.995203836930456
"MIR210HG","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00229357798165138,0.0298165137614679,0.633163541895856,2.14083408707364,0,47,0.995412844036697
"MIR4458HG","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00136798905608755,0.0177838577291382,-0.562635732706828,-1.81251148545849,0,47,-0.997264021887825
"PCAT6","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00197628458498024,0.0256916996047431,-0.551764546686678,-1.82526109004747,0,47,-0.99604743083004
"PGM5-AS1","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00227790432801822,0.0148063781321185,-0.514475756113834,-1.72425023998907,0,47,-0.995444191343964
"PGM5-AS1","DLBC","antisense","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00209205020920502,0.0148063781321185,-0.858769026629201,-1.82444400510303,0,8,-0.99581589958159
"PGM5-AS1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00227790432801822,0.0148063781321185,-0.514475756113834,-1.72425023998907,0,47,-0.995444191343964
"PGM5-AS1","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00209205020920502,0.0148063781321185,-0.858769026629201,-1.82444400510303,0,8,-0.99581589958159
"RP1-149A16.3","DLBC","lincRNA","NAD metabolism, sirtuins and aging",0.00230680507497117,0.0299884659746251,0.818959078384036,1.59510086208765,1,10,0.995386389850058
"RP1-193H18.3","DLBC","lincRNA","NAD metabolism, sirtuins and aging",0.00166666666666667,0.0216666666666667,-0.769023949798636,-1.76335404831363,0,10,-0.996666666666667
"RP1-20C7.6","DLBC","antisense","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.0022271714922049,0.0140237324703344,-0.82036476967244,-1.79281388164813,0,8,-0.99554565701559
"RP1-63M2.7","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.0023696682464455,0.0308056872037915,-0.795447036789456,-1.72217676556737,0,8,-0.995260663507109
"RP11-1017G21.6","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00212314225053079,0.0276008492569002,-0.565619552127253,-1.83141449581144,0,47,-0.995753715498938
"RP11-104L21.2","DLBC","sense_intronic","NAD metabolism, sirtuins and aging",0.00238379022646007,0.0309892729439809,-0.774932282314075,-1.69932461949398,1,10,-0.99523241954708
"RP11-108M9.4","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00221975582685905,0.0288568257491676,-0.551104697557435,-1.60811487166271,1,47,-0.995560488346282
"RP11-1152H14.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00185873605947955,0.0120817843866171,-0.646654844806023,-2.04588747985083,0,47,-0.996282527881041
"RP11-1152H14.1","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00184842883548983,0.0120817843866171,-0.637957827929165,-1.84702071954059,0,30,-0.99630314232902
"RP11-115H18.1","DLBC","lincRNA","GOBP_NADH_OXIDATION",0.00202429149797571,0.0263157894736842,-0.903021826007395,-1.8205748031156,0,6,-0.995951417004049
"RP11-120M18.5","DLBC","lincRNA","GOBP_NAD_BIOSYNTHETIC_PROCESS",0.00180831826401447,0.0235081374321881,0.620653105240077,1.77864347815226,0,27,0.996383363471971
"RP11-121M22.1","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00207900207900208,0.0137420718816068,-0.611082504252294,-1.86517535464233,0,30,-0.995841995841996
"RP11-121M22.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00211416490486258,0.0137420718816068,-0.557088744785535,-1.88604096746357,0,47,-0.995771670190275
"RP11-126O1.6","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00231481481481481,0.0300925925925926,-0.551129589972104,-1.74451030614188,0,30,-0.99537037037037
"RP11-127B20.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00204918032786885,0.025440313111546,-0.625538820121547,-2.00178842391244,0,47,-0.995901639344262
"RP11-130L8.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00171821305841924,0.0223367697594502,-0.621937704450354,-1.99174911752468,0,47,-0.996563573883162
"RP11-136O12.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00232558139534884,0.0302325581395349,-0.564125955424014,-1.74210714248922,1,47,-0.995348837209302
"RP11-138I1.3","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00100704934541793,0.013091641490433,0.605339741040977,1.49872305920642,0,47,0.997985901309164
"RP11-150D20.5","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00227272727272727,0.0295454545454545,-0.512259759400355,-1.68693487765003,0,47,-0.995454545454545
"RP11-154H12.3","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00150375939849624,0.0195488721804511,0.82731685922199,1.70329338579904,0,8,0.996992481203008
"RP11-159N11.4","DLBC","sense_intronic","GOBP_NADH_METABOLIC_PROCESS",0.00208768267223382,0.0137130801687764,-0.608838215691532,-1.81934691867072,0,30,-0.995824634655532
"RP11-159N11.4","DLBC","sense_intronic","GOBP_NAD_METABOLIC_PROCESS",0.00210970464135021,0.0137130801687764,-0.662900267016347,-2.20006033008331,0,47,-0.9957805907173
"RP11-161M6.2","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00245700245700246,0.0232350312779267,-0.6036829852857,-1.88927586423984,0,30,-0.995085995085995
"RP11-162A12.4","DLBC","lincRNA","GOBP_NADH_REGENERATION",0.00192307692307692,0.0125,-0.819109443239333,-1.86673537430395,0,11,-0.996153846153846
"RP11-162A12.4","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00181159420289855,0.0125,-0.676061380633166,-2.11792879215416,0,47,-0.996376811594203
"RP11-169K17.3","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00212314225053079,0.0276008492569002,-0.57361795036584,-1.91113184174654,0,47,-0.995753715498938
"RP11-190P13.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00138312586445367,0.0179806362378977,-0.576022395151341,-1.83874038546114,0,47,-0.997233748271093
"RP11-20I20.4","DLBC","antisense","NAD+ metabolism",0.0013550135501355,0.0176151761517615,0.692556974341695,1.68079322255995,0,15,0.997289972899729
"RP11-211G23.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00221975582685905,0.0207833733013589,-0.537389409273267,-1.58067890659102,1,47,-0.995560488346282
"RP11-214C8.2","DLBC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00111234705228031,0.014460511679644,0.646423530212081,1.74615652912568,0,24,0.997775305895439
"RP11-218M22.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00204918032786885,0.0266393442622951,-0.528027705275082,-1.79060096873359,0,47,-0.995901639344262
"RP11-225B17.2","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00198412698412698,0.0173680694722779,-0.622395247912307,-1.86759666313776,0,30,-0.996031746031746
"RP11-226M10.3","DLBC","TEC","GOBP_NAD_METABOLIC_PROCESS",0.00108108108108108,0.0140540540540541,-0.587676162560514,-1.65933693520635,0,47,-0.997837837837838
"RP11-226M10.3","DLBC","TEC","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00238095238095238,0.0154761904761905,-0.67383454588262,-1.70606443058507,1,22,-0.995238095238095
"RP11-231E4.5","DLBC","sense_intronic","NAD metabolism, sirtuins and aging",0.00136612021857923,0.0177595628415301,0.828576338344581,1.8462014234211,0,10,0.997267759562842
"RP11-231G3.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.0022271714922049,0.0144766146993318,-0.617305058838086,-2.07191682996471,0,47,-0.99554565701559
"RP11-231G3.1","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00222222222222222,0.0144766146993318,-0.694813145003957,-1.95110551365832,0,22,-0.995555555555556
"RP11-256L6.2","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00240384615384615,0.03125,-0.596505476847987,-2.02807776839643,0,47,-0.995192307692308
"RP11-265O12.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00247524752475248,0.0160891089108911,-0.618840715281541,-2.11073470962743,0,47,-0.995049504950495
"RP11-265O12.1","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00227272727272727,0.0160891089108911,-0.626102015871725,-1.95031697241419,0,30,-0.995454545454545
"RP11-266L9.5","DLBC","lincRNA","NAD+ biosynthetic pathways",0.00229095074455899,0.0297823596792669,0.65943254581563,1.69157715862684,1,22,0.995418098510882
"RP11-274H2.3","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00107411385606874,0.0139634801288937,0.618490594736342,1.77271135427068,0,47,0.997851772287862
"RP11-283G6.4","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00129032258064516,0.0167741935483871,-0.588264370003396,-1.67690043035636,0,30,-0.99741935483871
"RP11-284F21.9","DLBC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00205338809034908,0.026694045174538,-0.655429377797992,-1.85408802376905,0,24,-0.995893223819302
"RP11-285F7.2","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00226244343891403,0.0155502392344498,-0.639011154247552,-1.83160397709228,0,30,-0.995475113122172
"RP11-285F7.2","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00239234449760766,0.0155502392344498,-0.669788794522567,-2.1246638940135,0,47,-0.995215311004785
"RP11-28H5.2","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00194174757281553,0.0252427184466019,-0.758724952014072,-2.11808826917288,0,22,-0.996116504854369
"RP11-295M18.6","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00183823529411765,0.0233812949640288,-0.631705233566306,-2.1349575522437,0,47,-0.996323529411765
"RP11-295P9.12","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00246305418719212,0.0316301703163017,-0.683347397805248,-2.32975099171081,0,47,-0.995073891625616
"RP11-313F23.4","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.0024390243902439,0.0317073170731707,-0.526055547426207,-1.84313825675503,0,47,-0.995121951219512
"RP11-319G9.3","DLBC","sense_intronic","GOBP_NADH_METABOLIC_PROCESS",0.00238095238095238,0.0154761904761905,-0.670561270712289,-1.87624081632531,1,30,-0.995238095238095
"RP11-319G9.3","DLBC","sense_intronic","GOBP_NAD_METABOLIC_PROCESS",0.00226757369614512,0.0154761904761905,-0.547552262852564,-1.64591802603639,1,47,-0.99546485260771
"RP11-332M2.1","DLBC","sense_intronic","GOBP_NAD_METABOLIC_PROCESS",0.00154798761609907,0.0201238390092879,-0.626572200287804,-1.95751240472607,0,47,-0.996904024767802
"RP11-344B23.2","DLBC","antisense","NAD metabolism, sirtuins and aging",0.00233644859813084,0.0303738317757009,0.795274013950467,1.64480890409161,1,10,0.995327102803738
"RP11-351I21.11","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00213675213675214,0.0277777777777778,-0.585741377064131,-1.92979922585975,0,47,-0.995726495726496
"RP11-351J23.1","DLBC","lincRNA","GOBP_NADH_REGENERATION",0.00170940170940171,0.0222222222222222,0.83026354468468,1.90776292002332,0,11,0.996581196581197
"RP11-356J5.12","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.0018018018018018,0.00831733845169546,-0.664551031994293,-2.1742586912783,0,47,-0.996396396396396
"RP11-356J5.12","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00191938579654511,0.00831733845169546,-0.687972851206304,-2.00473557281646,0,30,-0.99616122840691
"RP11-356J5.12","DLBC","lincRNA","GOBP_NADH_REGENERATION",0.00180831826401447,0.00831733845169546,-0.882748211930518,-2.04862157196564,0,11,-0.996383363471971
"RP11-358N2.2","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.0025,0.0171503957783641,-0.724572749911685,-2.07678643879052,0,22,-0.995
"RP11-360N9.2","DLBC","TEC","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00117924528301887,0.0153301886792453,-0.667787759460089,-1.72888520529002,0,22,-0.997641509433962
"RP11-372B4.3","DLBC","sense_intronic","GOBP_NAD_METABOLIC_PROCESS",0.00227790432801822,0.0296127562642369,-0.554337297408118,-1.92854431783495,0,47,-0.995444191343964
"RP11-392P7.6","DLBC","antisense","NAD+ metabolism",0.00234741784037559,0.0305164319248826,-0.755505670829583,-2.00165707207165,0,15,-0.995305164319249
"RP11-395G23.3","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00246305418719212,0.0320197044334975,-0.56136611462966,-1.91741068834019,0,47,-0.995073891625616
"RP11-407B7.1","DLBC","processed_transcript","GOBP_NADH_METABOLIC_PROCESS",0.00143266475644699,0.00957290132547865,-0.643311331163596,-1.86598490660286,0,30,-0.997134670487106
"RP11-407B7.1","DLBC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.00147275405007364,0.00957290132547865,-0.585414861115078,-1.83627653645709,0,47,-0.997054491899853
"RP11-423E7.2","DLBC","TEC","GOBP_NAD_METABOLIC_PROCESS",0.00125628140703518,0.0163316582914573,0.561311399120736,1.70982642708211,0,47,0.99748743718593
"RP11-424I19.2","DLBC","lincRNA","GOBP_NADH_REGENERATION",0.00230680507497117,0.0149942329873126,0.817815858106741,1.75473589677547,1,11,0.995386389850058
"RP11-424I19.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00201612903225806,0.0149942329873126,0.616833544654144,1.61826709812104,1,47,0.995967741935484
"RP11-424M24.3","DLBC","TEC","GOBP_NAD_METABOLIC_PROCESS",0.00123915737298637,0.0161090458488228,0.654580961638507,1.92773330706885,0,47,0.997521685254027
"RP11-429B14.4","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00187617260787992,0.0125,-0.662949815681274,-1.85994549475794,0,22,-0.99624765478424
"RP11-429B14.4","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00192307692307692,0.0125,-0.660053650266605,-2.15314668489195,0,47,-0.996153846153846
"RP11-442N24__B.1","DLBC","lincRNA","NAD+ metabolism",0.00156494522691706,0.0101721439749609,0.768331155598437,1.81040725906732,0,15,0.996870109546166
"RP11-442N24__B.1","DLBC","lincRNA","NAD+ biosynthetic pathways",0.0015625,0.0101721439749609,0.66607237171561,1.72548998751964,0,22,0.996875
"RP11-445P17.8","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00112233445566779,0.0145903479236813,0.58015233829598,1.73847489749083,0,47,0.997755331088664
"RP11-449D8.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00246913580246914,0.0320987654320988,-0.528271557092395,-1.72809643606086,0,47,-0.995061728395062
"RP11-455O6.5","DLBC","TEC","GOBP_NADH_METABOLIC_PROCESS",0.00204708290685773,0.0266120777891505,0.647342930744066,1.58230027504999,1,30,0.995905834186285
"RP11-46H11.12","DLBC","antisense","GOBP_NADH_REGENERATION",0.00193050193050193,0.0132113821138211,-0.731006707554533,-1.71636813483583,0,11,-0.996138996138996
"RP11-46H11.12","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00203252032520325,0.0132113821138211,-0.579496464971151,-1.91978930584842,0,47,-0.995934959349594
"RP11-472G21.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00213219616204691,0.0277185501066098,0.550992620820817,1.60060561481958,1,47,0.995735607675906
"RP11-472N13.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.0017921146953405,0.0232974910394265,-0.585839196299182,-1.90743878893512,0,47,-0.996415770609319
"RP11-477N3.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00241545893719807,0.0314009661835749,-0.534182340365443,-1.70614089487581,0,47,-0.995169082125604
"RP11-47I22.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.0016,0.0208,0.621462974402596,1.88692697593227,0,47,0.9968
"RP11-480D4.6","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00201207243460765,0.0261569416498994,-0.626032832496623,-2.0760971877443,0,47,-0.995975855130785
"RP11-483E17.1","DLBC","TEC","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00214132762312634,0.0139186295503212,0.835199184260306,1.81858098503314,0,8,0.995717344753747
"RP11-483E17.1","DLBC","TEC","GOBP_NADH_METABOLIC_PROCESS",0.00206185567010309,0.0139186295503212,-0.59988602579991,-1.85077637552481,0,30,-0.995876288659794
"RP11-483H20.4","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.0020703933747412,0.0269151138716356,0.566821856738844,1.57910994043003,1,47,0.995859213250518
"RP11-489O18.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00140252454417952,0.0182328190743338,-0.565551377690485,-1.75686149965765,0,47,-0.997194950911641
"RP11-519G16.2","DLBC","antisense","NAD metabolism, sirtuins and aging",0.0013531799729364,0.0175913396481732,-0.840858131937102,-1.83749873260289,0,10,-0.997293640054127
"RP11-519G16.3","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00153846153846154,0.02,0.591142609907674,1.75102567027188,0,47,0.996923076923077
"RP11-519G16.5","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00236127508854782,0.0306965761511216,0.610073030463087,1.66323933498425,1,30,0.995277449822904
"RP11-528G1.2","DLBC","antisense","NAD metabolism, sirtuins and aging",0.00188679245283019,0.0235934664246824,-0.766192663576991,-1.72245351970403,0,10,-0.99622641509434
"RP11-532M24.1","DLBC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00114155251141553,0.0148401826484018,-0.64501915656471,-1.67882207548965,0,22,-0.997716894977169
"RP11-533E19.5","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00211416490486258,0.0272536687631027,-0.613796749589853,-2.04462125780207,0,47,-0.995771670190275
"RP11-53B2.5","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00210970464135021,0.0274261603375527,-0.570927392920741,-1.84283790085805,0,47,-0.9957805907173
"RP11-542M13.3","DLBC","lincRNA","NAD+ metabolism",0.00150829562594268,0.0196078431372549,0.771556193246226,1.8087316798147,0,15,0.996983408748115
"RP11-544A12.8","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00241545893719807,0.0314009661835749,0.554141318097563,1.66943403476039,1,47,0.995169082125604
"RP11-545E17.3","DLBC","antisense","NAD metabolism, sirtuins and aging",0.00137741046831956,0.0179063360881543,-0.748285986767134,-1.67947714399398,0,10,-0.997245179063361
"RP11-546K22.3","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00199203187250996,0.0185979971387697,-0.584781404942522,-1.98541372854842,0,47,-0.99601593625498
"RP11-552C15.1","DLBC","sense_intronic","REACTOME_NICOTINATE_METABOLISM",0.0012853470437018,0.0167095115681234,0.614101748886471,1.73309417622332,0,29,0.997429305912596
"RP11-563N6.6","DLBC","sense_intronic","NAD metabolism, sirtuins and aging",0.00230680507497117,0.0299884659746251,0.773067596667926,1.64471479247479,1,10,0.995386389850058
"RP11-572M11.1","DLBC","lincRNA","GOBP_NADH_OXIDATION",0.00175131348511384,0.0227670753064799,0.909020377133857,1.74428470212873,0,6,0.996497373029772
"RP11-572M11.3","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00141242937853107,0.018361581920904,-0.57330588409069,-1.74374683838387,0,47,-0.997175141242938
"RP11-573G6.6","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00140056022408964,0.0172413793103448,-0.608694366328307,-1.72068001633755,0,30,-0.997198879551821
"RP11-576I22.2","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00209863588667366,0.0272822665267576,0.612407709357477,1.59468484141079,1,30,0.995802728226653
"RP11-629O1.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00175131348511384,0.0227670753064799,-0.523564987273907,-1.73215268590975,0,47,-0.996497373029772
"RP11-642A1.1","DLBC","TEC","GOBP_NAD_METABOLIC_PROCESS",0.00109529025191676,0.0142387732749179,0.548101109447913,1.62725333475803,0,47,0.997809419496167
"RP11-642A1.1","DLBC","TEC","GOBP_NADH_METABOLIC_PROCESS",0.00230414746543779,0.0149769585253456,0.605613948835676,1.6700613168726,1,30,0.995391705069124
"RP11-649G15.2","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00118343195266272,0.0153846153846154,-0.595733071181805,-1.75130170854363,0,47,-0.997633136094675
"RP11-65N13.8","DLBC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00114810562571757,0.0149253731343284,0.649178540254383,1.71440725620587,0,22,0.997703788748565
"RP11-67L3.5","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00110619469026549,0.0143805309734513,0.657112884376494,1.80224308312375,0,30,0.997787610619469
"RP11-685G9.2","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00248447204968944,0.0161490683229814,0.658227811072608,1.76387221885541,1,30,0.995031055900621
"RP11-685G9.2","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00230680507497117,0.0161490683229814,0.622941618245188,1.80047321173835,1,47,0.995386389850058
"RP11-69H7.2","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00149253731343284,0.0194029850746269,0.834339353512787,1.75376495712807,0,8,0.997014925373134
"RP11-713D19.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00210526315789474,0.0273684210526316,-0.517983654045384,-1.71705065463195,0,47,-0.995789473684211
"RP11-73M18.6","DLBC","sense_intronic","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00136986301369863,0.0178082191780822,-0.675926546465636,-1.79425735773867,0,22,-0.997260273972603
"RP11-752D24.2","DLBC","antisense","GOBP_NADH_OXIDATION",0.00191938579654511,0.0249520153550864,0.893196704792739,1.79403108471144,0,6,0.99616122840691
"RP11-757G1.6","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00220264317180617,0.0286343612334802,-0.805984251559293,-1.74028341119059,0,8,-0.995594713656388
"RP11-767C1.1","DLBC","lincRNA","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.0020746887966805,0.0269709543568465,-0.829521765726308,-1.76114347055819,0,8,-0.995850622406639
"RP11-7F17.3","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00184162062615101,0.0235934664246824,-0.551593341786734,-1.87369847344221,0,47,-0.996316758747698
"RP11-800A3.4","DLBC","sense_overlapping","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00151515151515152,0.0196969696969697,0.791952708916236,1.85470535790936,0,13,0.996969696969697
"RP11-802O23.3","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.0017636684303351,0.0229276895943563,-0.632864337188224,-2.01682959504153,0,47,-0.99647266313933
"RP11-82O19.1","DLBC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.0018450184501845,0.0239852398523985,-0.688673660380406,-1.86961213039287,0,22,-0.996309963099631
"RP11-834C11.6","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00226757369614512,0.0257425742574257,-0.559123295718519,-1.8814277593819,0,47,-0.99546485260771
"RP11-84C13.2","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00123609394313968,0.0160692212608158,-0.589503636739465,-1.80620712500893,0,47,-0.997527812113721
"RP11-867G23.13","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00201409869083585,0.0261832829808661,0.631135651052168,1.57299317249189,1,30,0.995971802618328
"RP11-88E10.5","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00191204588910134,0.0248565965583174,-0.532173216290941,-1.66796783973564,0,47,-0.996175908221797
"RP11-89C3.4","DLBC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00111731843575419,0.0145251396648045,-0.669160710163884,-1.72458307661376,0,22,-0.997765363128492
"RP11-91K9.1","DLBC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00214592274678112,0.00697424892703863,0.719966723909313,2.10781913911696,0,30,0.995708154506438
"RP11-91K9.1","DLBC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00205761316872428,0.00697424892703863,0.651578644741031,2.07767310217049,0,47,0.995884773662551
"RP11-91K9.1","DLBC","lincRNA","GOBP_NADH_REGENERATION",0.00209205020920502,0.00697424892703863,0.807375610651421,1.80843391452764,0,11,0.99581589958159
"RP11-91K9.1","DLBC","lincRNA","GOBP_NADH_OXIDATION",0.00206185567010309,0.00697424892703863,0.880219166174533,1.69405530793455,0,6,0.995876288659794
"RP11-996F15.6","DLBC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00207900207900208,0.0135135135135135,-0.61028716602177,-1.73424780258865,0,30,-0.995841995841996
"RP11-996F15.6","DLBC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00188679245283019,0.0135135135135135,-0.697720687038008,-2.22678298814946,0,47,-0.99622641509434
"RP13-890H12.2","DLBC","antisense","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00191204588910134,0.0124282982791587,0.854574577859984,1.7988478667825,0,8,0.996175908221797
"RP13-890H12.2","DLBC","antisense","NAD+ biosynthetic pathways",0.00175438596491228,0.0124282982791587,0.681296278495836,1.82722170423843,0,22,0.996491228070175
